Equipo,Competición,Temporada,Partidos,%Posesion de balon,%Posesion en campo rival,Tiros,Tiros al arco,Goles,Goles esperados,Pases totales,Centros,Pases bajo presion,%Pases exitosos totales,%Pases exitosos bajo presion,%Pases exitosos sin presion,Offsides,Recuperaciones de balon,tiempo_presion,tiempo_presion_ofensiva,tiempo_presion_defensiva,bloqueos,despejes,duelos_ganados,faltas_cometidas,#se_llevan_a_un_defensa,intercepciones
Real Madrid,La Liga,2017/2018,2,47.799568968917406,24.23910475861006,14.0,5.5,1.0,1.2437549007,532.0,19.0,47.5,86.75,85.26,86.89,1.5,28.5,145.8722785,65.70926700000001,80.1630115,14.0,8.5,4.5,19.0,15.5,9.5
Real Betis,La Liga,2017/2018,2,42.05961958303039,16.770936254117878,5.0,1.0,0.0,0.26966159900000003,481.0,5.0,58.0,82.95,77.59,83.69,0.0,30.0,322.487531,127.47660349999998,195.01092749999998,22.5,12.0,8.0,17.5,19.5,10.0
Athletic Club,La Liga,2017/2018,2,40.06068082145707,20.465757477085845,12.0,4.5,0.0,0.8055429075,414.5,13.5,62.0,75.27,70.97,76.03,1.0,45.0,168.7379925,88.3285505,80.40944200000001,20.0,11.5,7.5,18.0,20.5,13.0
Espanyol,La Liga,2017/2018,2,24.18190537755921,10.219914746183404,7.5,2.0,0.5,0.5138272935,249.0,10.0,58.5,62.45,59.83,63.25,0.5,39.5,184.2946285,85.71303749999998,98.581591,25.0,24.0,10.0,20.0,17.5,9.5
Sevilla,La Liga,2017/2018,2,42.605214047710504,19.579565331212443,14.0,3.0,1.0,1.51140275765,501.0,11.5,44.5,83.63,71.91,84.78,0.5,39.0,109.9880875,42.89657750000001,67.09151,18.0,20.0,11.0,16.0,11.0,10.0
Valencia,La Liga,2017/2018,2,35.44762089581145,16.426646469012102,12.0,3.0,1.0,1.5892731578000001,395.5,10.5,48.0,80.28,69.79,81.73,1.0,39.0,175.90211399999998,62.809906,113.092208,22.0,20.0,11.5,13.0,12.5,14.0
Villarreal,La Liga,2017/2018,2,39.07338557762196,16.648252843688542,14.0,6.0,0.5,0.8387155435,443.5,8.5,53.5,83.2,80.37,83.59,0.5,33.5,200.968127,89.52519450000003,111.44293250000001,16.5,8.5,7.5,19.5,19.0,7.0
Girona,La Liga,2017/2018,2,37.87524116622917,16.21281681296074,11.0,3.0,0.5,0.8899765933499999,381.5,11.0,61.0,76.41,66.39,78.32,1.0,41.0,161.895559,70.470608,91.424951,15.5,11.0,7.0,17.0,15.5,12.0
Atlético Madrid,La Liga,2017/2018,2,35.89660745170723,16.45877414979464,5.0,2.5,0.5,0.29636912765,411.5,5.5,33.5,77.4,61.19,78.84,0.5,42.0,130.940779,51.403499,79.53727999999998,25.0,17.0,11.0,20.5,25.0,13.0
Getafe,La Liga,2017/2018,2,26.537930015080747,10.79706030716652,11.0,3.0,0.5,0.47366707505,261.5,6.5,37.0,64.63,48.65,67.26,0.5,41.0,151.99748849999997,46.0579145,105.93957400000001,10.5,19.0,13.5,22.0,11.5,16.0
Leganés,La Liga,2017/2018,2,31.646531197978014,14.423508234655833,14.5,3.0,0.0,0.96947953275,327.0,11.5,39.5,71.25,75.95,70.61,0.5,47.5,99.4865015,36.738963,62.747538500000005,22.5,11.5,11.5,21.0,14.5,12.0
Deportivo Alavés,La Liga,2017/2018,2,25.008119132605938,7.712325412504893,8.0,3.0,0.5,0.6566741292,262.0,6.5,37.0,67.37,56.76,69.11,0.5,41.0,208.90209449999998,56.302302499999996,152.599792,23.5,25.0,12.5,20.0,18.5,8.0
Real Sociedad,La Liga,2017/2018,2,45.43379492662262,20.30646685830836,12.5,3.5,0.5,0.7351217725,446.5,12.0,54.5,82.75,78.9,83.29,0.5,39.0,192.68993,92.819077,99.870853,15.0,9.5,9.5,16.0,13.0,6.0
Celta Vigo,La Liga,2017/2018,2,42.37182376380174,18.297191442382644,13.5,6.0,2.0,2.0120832585,455.0,10.5,70.0,79.23,77.14,79.61,1.0,43.0,222.26150049999998,95.2467585,127.01474200000001,26.0,15.0,6.5,12.0,14.0,10.0
Levante UD,La Liga,2017/2018,1,28.396647024136247,10.330512642590987,8.0,2.0,0.0,0.672728249,298.0,12.0,88.0,74.83,75.0,74.76,0.0,41.0,162.587338,41.15237200000001,121.434966,16.0,9.0,8.0,23.0,17.0,11.0
Málaga,La Liga,2017/2018,1,35.892062408050684,16.40191023780589,11.0,5.0,0.0,0.564441297,411.0,14.0,105.0,80.29,78.1,81.05,0.0,28.0,158.346162,66.50830600000002,91.837856,11.0,13.0,9.0,16.0,25.0,14.0
River Plate,Liga Profesional,1997/1998,1,52.60408021889583,25.50684663564336,20.0,7.0,1.0,1.7985256189999999,490.0,23.0,71.0,74.9,66.2,76.37,0.0,86.0,102.776083,51.932337999999994,50.843745000000006,19.0,13.0,19.0,22.0,10.0,4.0
Boca Juniors,Liga Profesional,1997/1998,1,47.39591978110417,17.01280063170722,11.0,8.0,2.0,1.4218331676000002,425.0,6.0,62.0,75.76,69.35,76.86,0.0,64.0,136.7387,57.785623,78.95307700000002,16.0,35.0,12.0,20.0,13.0,6.0
Boca Juniors,Liga Profesional,1981,1,46.36136875152583,16.42230810688201,12.0,10.0,3.0,1.4757247754,323.0,9.0,62.0,78.33,80.65,77.78,0.0,52.0,94.949359,26.494023000000002,68.455336,21.0,20.0,17.0,28.0,22.0,6.0
River Plate,Liga Profesional,1981,1,53.63863124847417,23.923138455596348,12.0,6.0,0.0,1.3828646746,389.0,10.0,26.0,77.63,50.0,79.61,0.0,55.0,135.061534,60.957349,74.104185,12.0,16.0,8.0,31.0,31.0,8.0
Barcelona,La Liga,2004/2005,7,65.75205327518975,30.48934895424729,16.285714285714285,6.285714285714286,2.0,1.3770875688571427,555.4285714285714,11.571428571428571,41.57142857142857,82.23,74.23,82.87,0.5714285714285714,58.285714285714285,84.453679,40.97715642857143,43.476522571428575,11.285714285714286,29.714285714285715,9.428571428571429,18.0,11.285714285714286,3.4285714285714284
Albacete,La Liga,2004/2005,2,33.51235381597547,13.390294302539832,5.0,2.0,0.5,0.64824092255,328.5,7.5,53.5,65.3,57.01,66.91,0.0,49.5,122.717778,32.94493,89.77284800000001,14.0,22.5,12.5,23.5,18.5,2.0
Espanyol,La Liga,2004/2005,1,37.294206350525556,12.84810701885105,10.0,3.0,0.0,0.8577564732,301.0,8.0,18.0,68.77,77.78,68.2,1.0,51.0,110.86151000000001,39.643549,71.217961,16.0,63.0,10.0,27.0,14.0,5.0
Málaga,La Liga,2004/2005,1,24.781441328929898,8.605650422551385,2.0,0.0,0.0,0.06807708,260.0,2.0,23.0,62.31,65.22,62.03,0.0,35.0,74.35835900000001,15.688865,58.66949400000001,8.0,19.0,6.0,24.0,17.0,7.0
Osasuna,La Liga,2004/2005,1,38.25624729577147,16.11540574377063,8.0,3.0,0.0,0.33126344399999996,334.0,15.0,41.0,67.96,58.54,69.28,2.0,52.0,99.14383499999998,54.26541100000001,44.878424,24.0,45.0,12.0,18.0,18.0,5.0
Levante UD,La Liga,2004/2005,1,34.45994257929417,12.481169203758796,6.0,1.0,1.0,0.8480498603,310.0,7.0,53.0,68.06,75.47,66.54,0.0,51.0,178.80298899999997,56.426091,122.376898,15.0,37.0,9.0,29.0,30.0,1.0
Getafe,La Liga,2004/2005,1,37.93741770206584,14.180378612291712,5.0,1.0,0.0,0.22591052360000002,386.0,8.0,42.0,75.65,69.05,76.45,1.0,44.0,123.195749,42.430803999999995,80.764945,13.0,31.0,10.0,26.0,23.0,2.0
Real Madrid,La Liga,1973/1974,1,45.9417871805288,18.641512068310302,7.0,2.0,0.0,0.64215231,416.0,9.0,45.0,73.08,71.11,73.32,3.0,54.0,78.127225,28.741325,49.3859,21.0,19.0,11.0,16.0,17.0,7.0
Barcelona,La Liga,1973/1974,1,54.05821281947121,23.36013691724934,20.0,8.0,5.0,2.428508177,340.0,11.0,32.0,75.29,65.62,76.3,3.0,59.0,94.719931,40.77182299999998,53.948108,21.0,35.0,12.0,20.0,12.0,3.0
Barcelona,La Liga,2013/2014,31,67.52710718072255,36.09736064152686,16.93548387096774,7.354838709677419,2.4193548387096775,2.022013850009677,699.0967741935484,13.774193548387096,93.25806451612904,87.18,81.39,88.07,0.4838709677419355,51.25806451612903,148.23840548387096,67.865875,80.37253048387097,14.838709677419354,21.451612903225808,8.774193548387096,12.774193548387096,11.35483870967742,4.387096774193548
Valencia,La Liga,2013/2014,2,36.38417042102117,15.58756485792961,11.5,6.5,2.5,1.2787049218000002,393.5,13.0,59.5,77.0,77.31,76.95,0.5,51.5,182.582349,50.975280000000005,131.60706900000002,22.0,24.5,5.0,17.0,17.0,3.5
Rayo Vallecano,La Liga,2013/2014,2,46.73186323533854,17.256556162362568,11.5,6.5,0.0,1.0604906094999997,483.0,10.5,58.0,80.43,77.59,80.82,0.0,45.0,209.2749855,71.68055000000001,137.5944355,17.5,24.0,7.5,19.0,20.0,7.0
Granada,La Liga,2013/2014,1,17.197880856449885,6.673884531067689,5.0,4.0,1.0,0.660571783,185.0,4.0,34.0,55.14,58.82,54.3,2.0,46.0,197.44508599999998,44.582153999999996,152.862932,33.0,43.0,4.0,20.0,37.0,5.0
Villarreal,La Liga,2013/2014,1,24.124329290959622,8.74211533857517,5.0,2.0,2.0,0.9289577870000001,279.0,5.0,44.0,70.25,70.45,70.21,0.0,47.0,184.96507300000002,41.751871,143.21320199999997,25.0,39.0,16.0,17.0,36.0,9.0
Sevilla,La Liga,2013/2014,2,34.25568369914746,14.270073294181849,10.0,3.0,1.0,0.9342302763500001,386.5,7.0,58.5,74.39,71.79,74.85,0.0,57.0,169.28803399999998,82.8783985,86.4096355,17.0,20.0,10.5,29.0,23.5,4.0
Levante UD,La Liga,2013/2014,2,23.118076430316265,8.245439117562265,5.5,2.5,0.5,0.269128889,244.0,3.5,34.0,63.32,61.76,63.57,0.5,38.0,164.420074,36.7130945,127.70697950000002,23.5,29.5,10.0,20.5,17.5,5.0
Elche,La Liga,2013/2014,1,33.26806696579554,11.963327454882027,7.0,1.0,0.0,0.3536971015,278.0,6.0,27.0,73.38,70.37,73.71,0.0,41.0,221.90344100000002,56.05219100000001,165.85125000000002,24.0,45.0,9.0,21.0,26.0,4.0
Espanyol,La Liga,2013/2014,2,28.194011067314165,12.299946051061102,8.0,2.0,0.0,0.567476707,294.0,3.5,48.5,63.61,49.48,66.4,0.5,47.5,265.045641,84.650691,180.39495,21.5,28.0,11.5,25.5,31.0,3.5
Atlético Madrid,La Liga,2013/2014,2,33.460543469771935,16.53941053762817,7.5,2.0,0.5,0.566546459,346.0,12.0,97.5,68.06,67.69,68.21,1.0,46.5,209.88107349999999,97.6717975,112.20927599999999,21.5,24.0,12.0,18.0,22.0,9.5
Real Madrid,La Liga,2013/2014,2,41.0925182362649,18.05734570847284,12.0,7.0,2.0,1.6898095165,386.5,13.0,52.0,81.24,71.15,82.81,1.5,46.0,246.886346,103.672109,143.214237,20.5,26.5,5.5,22.5,19.0,4.0
Real Betis,La Liga,2013/2014,2,39.722410610474064,17.653810319635507,14.0,4.5,1.0,1.2580789158,409.0,12.5,77.5,69.8,66.45,70.59,0.0,58.0,244.74008649999996,116.26456900000001,128.47551750000002,14.5,12.0,11.5,23.5,20.0,6.0
Real Valladolid,La Liga,2013/2014,1,24.679645697895072,10.870832666710623,7.0,2.0,1.0,0.740171315,273.0,8.0,49.0,64.1,59.18,65.18,0.0,46.0,262.543757,86.004988,176.538769,21.0,30.0,13.0,18.0,23.0,1.0
Real Sociedad,La Liga,2013/2014,2,32.790701031432526,12.171403232906924,11.0,5.0,1.5,1.3025552080000002,338.0,10.0,72.0,75.0,70.14,76.32,0.5,39.5,203.091803,54.1155855,148.9762175,25.0,21.0,7.5,15.0,14.5,6.5
Osasuna,La Liga,2013/2014,2,28.26877986405161,11.960843749519823,4.5,2.0,0.0,0.39147002049999996,311.5,7.0,53.0,71.59,56.6,74.66,0.5,40.0,181.9350515,51.541558,130.3934935,17.5,25.5,10.0,17.0,25.0,2.0
Celta Vigo,La Liga,2013/2014,2,35.95718656794249,17.629507849874408,9.5,5.5,0.0,0.6963725912500001,406.0,9.5,76.0,78.94,72.37,80.45,0.0,49.5,285.8608195,116.30656199999999,169.5542575,22.0,15.0,6.0,15.0,19.5,5.5
Almería,La Liga,2013/2014,2,27.689880743731674,11.414143655464729,5.0,1.5,0.5,0.17354287964999998,303.5,10.5,52.5,72.49,64.76,74.1,0.5,47.5,251.369146,78.41897,172.950176,25.0,25.5,10.5,19.5,16.0,4.0
Málaga,La Liga,2013/2014,1,26.960682055540854,9.389461108678768,3.0,2.0,0.0,0.20376702400000002,312.0,5.0,58.0,74.68,63.79,77.17,1.0,34.0,184.214475,51.998079000000004,132.21639599999997,31.0,29.0,7.0,18.0,31.0,10.0
Athletic Club,La Liga,2013/2014,1,43.36607109934035,20.387237881268305,10.0,5.0,1.0,0.9166856858,427.0,13.0,53.0,72.6,66.04,73.53,1.0,48.0,212.044237,135.63151399999998,76.41272299999999,25.0,15.0,15.0,25.0,34.0,3.0
Getafe,La Liga,2013/2014,1,22.464653308206927,8.052706207982508,7.0,4.0,2.0,0.573487709,250.0,6.0,49.0,63.6,61.22,64.18,0.0,45.0,354.57570599999997,81.40643899999999,273.169267,22.0,33.0,18.0,12.0,43.0,8.0
NY Cosmos,North American League,1977,1,55.81664865171753,25.587015677748482,26.0,6.0,2.0,2.297544019,486.0,17.0,89.0,82.51,79.78,83.12,1.0,47.0,104.161676,39.703612,64.458064,11.0,24.0,16.0,8.0,10.0,2.0
Seattle Sounders,North American League,1977,1,44.183351348282464,20.17670868410366,24.0,10.0,1.0,1.72479672,356.0,16.0,19.0,78.09,94.74,77.15,1.0,53.0,231.004957,92.936081,138.06887600000005,19.0,23.0,15.0,16.0,23.0,4.0
Barcelona,La Liga,2010/2011,33,71.83957102315793,37.88278646859295,14.878787878787879,7.363636363636363,2.515151515151515,1.8362345882242423,782.3636363636364,10.818181818181818,87.57575757575758,89.05,85.4,89.51,0.5454545454545454,51.57575757575758,144.48291206060605,70.54493372727272,73.93797833333333,14.151515151515152,19.96969696969697,9.030303030303031,11.909090909090908,10.121212121212121,3.515151515151515
Villarreal,La Liga,2010/2011,2,31.72491834981304,11.55806432708314,8.0,2.5,0.5,0.8443432325,369.5,3.5,52.0,77.27,73.08,77.95,0.0,46.0,228.8416095,80.47203149999999,148.369578,19.0,22.5,11.0,26.5,24.0,7.5
Osasuna,La Liga,2010/2011,2,26.936693548089284,12.264087287394348,8.0,3.0,0.0,0.6032554445,303.0,7.5,45.0,65.35,53.33,67.44,0.5,39.5,234.2716545,122.4305535,111.84110100000001,24.5,21.0,13.5,23.0,17.5,7.0
Espanyol,La Liga,2010/2011,2,36.4000770104602,13.220941197185233,7.0,3.5,0.5,0.5900650395,391.5,6.0,56.0,75.86,69.64,76.9,0.5,35.0,253.536354,79.269285,174.267069,20.0,17.5,6.5,23.5,18.5,5.0
Getafe,La Liga,2010/2011,2,31.108576656433126,11.269311893754514,10.0,3.5,1.0,1.1330463791999998,361.5,11.0,80.5,73.86,73.29,74.02,0.0,48.5,184.8091525,56.7069755,128.10217699999998,15.5,14.5,10.5,12.5,22.0,7.0
Real Madrid,La Liga,2010/2011,2,29.77847436231306,13.256529440193802,8.5,4.0,0.5,0.7518644314999999,309.5,7.5,28.0,71.41,64.29,72.11,0.5,46.0,255.75657049999998,89.8385595,165.91801099999998,11.5,12.0,10.0,33.5,17.5,4.5
Hércules,La Liga,2010/2011,2,24.34389586921598,8.649720435344339,6.0,4.0,1.0,1.020186061,295.0,5.5,92.0,71.53,66.85,73.65,0.5,44.0,244.642057,67.1426785,177.4993785,19.5,37.5,11.5,13.5,22.5,4.0
Atlético Madrid,La Liga,2010/2011,2,32.511078300186995,13.396590237577213,7.5,3.0,0.5,0.7100378700000001,341.0,11.5,72.5,70.67,67.59,71.51,1.5,41.0,186.9656185,71.2148985,115.75072,14.0,25.0,8.0,20.5,21.5,5.5
Real Sociedad,La Liga,2010/2011,2,21.94648325936598,8.950547646640269,5.0,1.5,1.0,0.8886869119999999,257.0,6.5,26.5,69.65,62.26,70.5,0.0,32.0,242.58173349999996,86.0994415,156.482292,18.5,26.5,8.0,21.0,20.5,5.5
Valencia,La Liga,2010/2011,2,44.11294347802883,17.289982219547607,6.0,1.5,0.0,0.31473026335,453.0,9.5,82.0,74.39,66.46,76.15,1.5,56.5,220.579877,97.6293685,122.9505085,27.5,13.0,14.5,16.5,26.5,9.5
Mallorca,La Liga,2010/2011,2,24.457986013059006,10.58806408108753,8.5,2.5,0.5,0.4531012462,273.0,8.0,36.0,66.85,59.72,67.93,1.0,44.0,330.044071,120.65832850000001,209.3857425,18.0,35.0,11.0,17.5,21.5,3.0
RC Deportivo La Coruña,La Liga,2010/2011,1,25.132434158180818,12.318217230498679,7.0,1.0,0.0,0.741749826,326.0,4.0,98.0,75.15,70.41,77.19,0.0,47.0,238.478478,71.20801,167.270468,18.0,20.0,12.0,16.0,21.0,6.0
Racing Santander,La Liga,2010/2011,2,32.62472901000354,10.172757717013075,9.0,5.0,0.0,0.71031532005,376.5,4.5,59.5,78.62,76.47,79.02,0.5,41.5,214.22459050000003,72.0901695,142.13442099999997,11.5,24.5,9.5,20.5,22.0,2.5
Sevilla,La Liga,2010/2011,2,27.5396760297494,8.874735997787623,7.5,2.5,0.5,0.7013313263499998,289.5,7.0,38.5,76.17,68.83,77.29,0.0,42.5,218.3447155,46.812118,171.5325975,19.0,24.5,10.0,20.0,23.5,5.5
Levante UD,La Liga,2010/2011,1,18.155888946013754,7.404195915148818,7.0,2.0,1.0,0.648307484,242.0,7.0,69.0,70.25,65.22,72.25,0.0,30.0,266.025854,92.01323000000001,174.01262400000002,9.0,7.0,9.0,11.0,24.0,5.0
Real Zaragoza,La Liga,2010/2011,2,21.192001632788266,8.343889576065651,4.0,2.0,0.0,0.44185013664999995,240.0,3.5,36.0,65.62,66.67,65.44,1.0,42.0,212.16447849999997,36.681686,175.4827925,22.0,30.0,5.5,20.0,23.5,5.5
Almería,La Liga,2010/2011,2,25.78444191367704,10.50645989760482,6.5,2.0,0.5,0.34099164634999996,291.5,6.0,36.5,74.44,67.12,75.49,0.5,42.0,201.82133299999998,69.52936799999999,132.291965,15.0,24.5,7.5,20.5,21.0,3.5
Sporting Gijón,La Liga,2010/2011,1,19.541419192960493,7.408752894806393,7.0,1.0,1.0,0.288279544,208.0,5.0,26.0,59.13,61.54,58.79,0.0,54.0,377.074508,75.37600700000002,301.69850099999996,25.0,29.0,14.0,21.0,23.0,6.0
Málaga,La Liga,2010/2011,1,29.392897991507343,10.746631468150852,4.0,1.0,1.0,0.21389051199999998,341.0,7.0,62.0,77.13,82.26,75.99,1.0,42.0,227.379305,59.823607,167.555698,14.0,19.0,4.0,19.0,36.0,8.0
Athletic Club,La Liga,2010/2011,1,21.754329889819793,7.191123016486946,4.0,3.0,1.0,1.129111951,257.0,5.0,33.0,63.81,60.61,64.29,1.0,41.0,245.62816,72.841041,172.787119,29.0,31.0,9.0,24.0,44.0,9.0
Reading WFC,FA Women's Super League,2019/2020,14,54.566561275783314,20.687135533926707,13.357142857142858,5.0,1.4285714285714286,1.6002888868142857,418.57142857142856,10.214285714285714,79.5,68.98,65.59,69.77,0.21428571428571427,64.28571428571429,172.28131892857144,89.23291942857142,83.04839949999999,18.142857142857142,34.785714285714285,10.5,12.285714285714286,11.714285714285714,4.714285714285714
Manchester City WFC,FA Women's Super League,2019/2020,16,54.79712454289772,21.56946802536181,15.875,6.4375,2.3125,1.8851400707125001,564.125,14.3125,102.8125,83.07,77.02,84.42,0.25,52.6875,248.4553384375,138.0628504375,110.39248800000001,20.375,21.375,10.375,8.625,9.4375,6.4375
Chelsea FCW,FA Women's Super League,2019/2020,15,57.97407482088091,24.69834274844795,19.466666666666665,8.6,2.933333333333333,2.575512969126667,533.5333333333333,17.266666666666666,80.33333333333333,79.1,73.53,80.08,0.26666666666666666,57.4,186.81443600000003,113.17479186666667,73.63964413333333,15.333333333333334,25.266666666666666,7.733333333333333,8.933333333333334,9.533333333333333,4.333333333333333
West Ham United LFC,FA Women's Super League,2019/2020,14,49.43756902528186,17.730690001590403,9.071428571428571,3.0714285714285716,1.2142857142857142,0.9763992486142856,404.64285714285717,9.785714285714286,89.0,72.18,70.06,72.78,0.2857142857142857,51.07142857142857,156.91906914285715,63.319724071428574,93.59934507142857,20.714285714285715,28.071428571428573,9.214285714285714,11.214285714285714,10.571428571428571,4.357142857142857
Manchester United,FA Women's Super League,2019/2020,14,52.65703058144114,21.682473429326148,13.0,5.571428571428571,1.4285714285714286,1.445380232435714,426.7857142857143,13.5,80.85714285714286,73.79,72.26,74.15,0.07142857142857142,55.07142857142857,184.64068828571428,90.74190378571429,93.8987845,20.5,26.857142857142858,9.5,11.785714285714286,9.642857142857142,4.214285714285714
Brighton & Hove Albion WFC,FA Women's Super League,2019/2020,16,38.696579966403526,13.68944598235505,9.5,3.375,0.6875,0.9152179268624999,363.0625,7.875,64.875,68.51,61.08,70.13,0.25,50.8125,235.781652375,110.288811125,125.49284125,20.375,27.4375,12.5625,11.5625,12.8125,8.0625
Everton LFC,FA Women's Super League,2019/2020,14,45.189010721912226,14.898633694873617,11.142857142857142,4.428571428571429,1.2142857142857142,1.0038087395285715,425.7857142857143,10.428571428571429,93.78571428571429,70.29,64.74,71.86,0.07142857142857142,54.714285714285715,243.410118,119.35234299999999,124.057775,21.142857142857142,30.714285714285715,10.857142857142858,12.285714285714286,13.642857142857142,5.928571428571429
Bristol City WFC,FA Women's Super League,2019/2020,14,35.752858489328716,10.276533065135352,6.928571428571429,3.0,0.6428571428571429,0.6770244509214286,320.0,5.714285714285714,79.57142857142857,65.76,59.16,67.94,0.35714285714285715,53.642857142857146,236.55211935714286,77.86786621428571,158.68425314285716,21.357142857142858,38.07142857142857,8.285714285714286,8.357142857142858,12.642857142857142,4.428571428571429
Birmingham City WFC,FA Women's Super League,2019/2020,13,50.563528506287504,17.697539281136873,10.384615384615385,3.230769230769231,0.38461538461538464,0.5546358554615385,441.9230769230769,8.615384615384615,99.0,76.4,71.41,77.84,0.3076923076923077,63.69230769230769,223.59499676923076,104.34073915384614,119.25425761538463,20.53846153846154,27.076923076923077,11.846153846153847,9.23076923076923,13.692307692307692,5.153846153846154
Arsenal WFC,FA Women's Super League,2019/2020,15,66.27832511647784,27.721957231598264,14.8,6.2,2.6,1.8955337853999998,675.2,13.8,125.4,84.09,79.9,85.05,0.13333333333333333,55.4,185.64474500000003,110.78675566666668,74.85798933333332,16.066666666666666,14.533333333333333,9.2,6.733333333333333,11.6,3.2
Tottenham Hotspur Women,FA Women's Super League,2019/2020,15,47.06389607601575,15.250810273833087,11.733333333333333,4.066666666666666,0.8666666666666667,1.0673536086266666,391.4,8.0,75.73333333333333,72.63,67.78,73.79,0.13333333333333333,54.13333333333333,192.79712806666666,85.74801033333333,107.04911773333333,21.733333333333334,35.86666666666667,11.533333333333333,13.466666666666667,15.2,5.333333333333333
Liverpool WFC,FA Women's Super League,2019/2020,14,43.770016136342896,16.844866557098786,10.357142857142858,3.7857142857142856,0.5714285714285714,0.8727484783142857,387.35714285714283,10.071428571428571,75.0,70.07,68.48,70.46,0.0,60.57142857142857,259.41870057142853,105.89267085714285,153.52602971428573,20.428571428571427,31.714285714285715,11.142857142857142,11.642857142857142,11.714285714285714,5.142857142857143
