Equipo,Competición,Temporada,Partidos,%Posesion de balon,%Posesion en campo rival,Tiros,Tiros al arco,Goles,Goles esperados,Pases totales,Centros,Pases bajo presion,%Pases exitosos totales,%Pases exitosos bajo presion,%Pases exitosos sin presion,Offsides,Recuperaciones de balon,tiempo_presion,tiempo_presion_ofensiva,tiempo_presion_defensiva,bloqueos,despejes,duelos_ganados,faltas_cometidas,#se_llevan_a_un_defensa,intercepciones
England,UEFA Euro,2020,7,50.803591094317596,22.549379734188836,9.428571428571429,4.857142857142857,1.7142857142857142,1.66451302,562.7142857142857,10.142857142857142,75.28571428571429,85.83,74.19,87.63,0.42857142857142855,37.57142857142857,138.99080514285717,66.57092428571428,72.41988085714286,15.571428571428571,19.428571428571427,4.857142857142857,12.285714285714286,7.857142857142857,8.714285714285714
Belgium,UEFA Euro,2020,5,53.12338859574308,24.12079096002428,9.4,4.0,1.6,1.1117900956,601.2,9.0,54.2,87.16,73.8,88.48,0.2,37.0,105.25386699999999,39.1035818,66.1502852,17.0,18.8,6.4,14.8,7.2,4.0
Germany,UEFA Euro,2020,4,61.45390658476239,31.13427806650732,11.75,4.5,0.75,1.3233571180000003,663.0,14.75,74.5,88.5,83.89,89.08,0.0,40.25,119.393437,58.30749574999999,61.085941250000005,14.25,15.25,3.75,12.5,9.5,6.75
Finland,UEFA Euro,2020,3,36.061559085544886,11.805587851703033,6.333333333333333,0.6666666666666666,0.3333333333333333,0.497917006,392.6666666666667,8.666666666666666,72.33333333333333,78.78,66.82,81.48,0.0,36.0,221.02948733333332,64.651067,156.3784203333333,18.333333333333332,37.666666666666664,6.666666666666667,11.666666666666666,8.0,6.0
Hungary,UEFA Euro,2020,3,31.194348451308006,8.752468701328546,5.0,2.6666666666666665,1.0,0.40271535789999996,312.6666666666667,4.0,43.333333333333336,76.76,68.46,78.09,0.3333333333333333,37.0,113.98743633333333,27.33142666666667,86.65600966666666,21.666666666666668,25.666666666666668,10.333333333333334,14.666666666666666,12.333333333333334,10.333333333333334
Denmark,UEFA Euro,2020,6,51.71415127388167,24.203857793556597,15.0,6.5,2.0,1.5574414135833334,520.6666666666666,15.166666666666666,84.33333333333333,82.62,76.48,83.8,0.0,46.833333333333336,103.77133583333334,46.12969183333333,57.64164400000001,15.166666666666666,28.0,5.833333333333333,14.833333333333334,8.333333333333334,6.166666666666667
Wales,UEFA Euro,2020,4,37.293435246929725,16.181398701600447,9.5,2.5,0.75,1.0607407412499998,338.5,11.25,55.75,78.8,69.06,80.73,0.25,31.25,144.839877,55.128966000000005,89.71091099999998,18.75,27.5,5.75,10.25,7.75,5.5
Netherlands,UEFA Euro,2020,4,55.9563255654928,25.488045474049986,12.5,4.5,2.0,2.0799362857499997,559.5,10.25,58.0,84.05,74.14,85.19,0.25,49.25,180.99160375000002,91.4668915,89.52471225000001,16.0,15.0,7.75,11.5,6.75,5.5
France,UEFA Euro,2020,4,52.30787864909395,26.073335172284366,15.75,6.5,2.5,2.5515148360750004,605.0,11.0,72.0,88.1,78.82,89.35,0.5,36.5,145.05424349999998,58.13871275,86.91553075,15.0,15.5,7.5,16.0,5.0,7.0
Poland,UEFA Euro,2020,3,49.67334572999332,23.649288990349316,13.333333333333334,5.0,1.3333333333333333,1.195227486,457.6666666666667,19.333333333333332,82.33333333333333,77.35,67.21,79.57,0.0,45.333333333333336,156.35691066666666,66.17215499999999,90.18475566666666,20.0,22.0,7.666666666666667,16.666666666666668,7.0,7.0
Scotland,UEFA Euro,2020,3,44.70467948213957,17.867904223412374,13.333333333333334,2.6666666666666665,0.3333333333333333,1.1670361846666666,409.0,12.666666666666666,86.66666666666667,78.16,68.46,80.77,0.0,45.666666666666664,172.69941566666668,74.68249099999998,98.01692466666668,14.333333333333334,24.0,7.0,12.333333333333334,9.0,8.666666666666666
Slovakia,UEFA Euro,2020,3,44.326873324649604,14.60878892406546,7.666666666666667,0.6666666666666666,0.3333333333333333,0.30607980566666676,472.0,5.0,63.333333333333336,85.31,70.0,87.68,0.0,29.666666666666668,191.5843953333333,51.606628666666666,139.97776666666667,20.0,31.666666666666668,7.333333333333333,13.333333333333334,10.0,5.333333333333333
Manchester City WFC,FA Women's Super League,2018/2019,21,59.1892672034396,25.37753218808009,17.952380952380953,7.380952380952381,2.3333333333333335,2.1944036868,589.952380952381,13.523809523809524,75.57142857142857,80.4,77.06,80.89,0.6190476190476191,58.523809523809526,150.97462209523812,87.12204014285714,63.85258195238095,21.0,16.523809523809526,7.380952380952381,9.380952380952381,11.333333333333334,4.428571428571429
Reading WFC,FA Women's Super League,2018/2019,20,57.58578285973466,21.846367822628405,14.15,5.15,1.5,1.34145682351,479.65,8.4,74.65,71.97,72.14,71.94,0.3,63.15,143.50199315,67.58536665,75.91662649999999,18.35,24.5,10.7,10.4,13.5,4.3
Chelsea FCW,FA Women's Super League,2018/2019,20,61.58977197584858,27.12586256878076,19.8,7.65,1.9,2.127284946485,573.35,16.35,76.1,77.65,74.9,78.07,0.35,55.85,117.47132590000001,72.49890450000001,44.9724214,17.0,15.6,7.8,7.35,8.4,5.2
Brighton & Hove Albion WFC,FA Women's Super League,2018/2019,19,41.895091756138825,15.069512040265584,10.0,4.105263157894737,0.8421052631578947,1.0444490596473683,380.05263157894734,7.894736842105263,69.3157894736842,67.66,67.5,67.7,0.15789473684210525,56.473684210526315,175.8602838421053,71.34822673684211,104.51205710526315,19.36842105263158,25.157894736842106,13.052631578947368,10.789473684210526,12.421052631578947,7.578947368421052
Everton LFC,FA Women's Super League,2018/2019,19,45.2132323305156,15.86841196311383,11.31578947368421,4.315789473684211,0.6842105263157895,1.0086840761999998,415.10526315789474,9.473684210526315,70.52631578947368,67.66,66.49,67.89,0.15789473684210525,57.05263157894737,169.47113705263158,72.49934731578948,96.9717897368421,21.842105263157894,28.736842105263158,11.526315789473685,9.526315789473685,15.631578947368421,6.0
Birmingham City WFC,FA Women's Super League,2018/2019,19,61.561544210443614,20.627893492582796,12.263157894736842,5.315789473684211,1.3157894736842106,1.1367414506526314,541.6315789473684,8.578947368421053,94.84210526315789,78.97,78.08,79.16,0.21052631578947367,57.89473684210526,142.53640815789475,64.11666421052631,78.41974394736842,18.0,19.789473684210527,9.421052631578947,9.842105263157896,10.842105263157896,5.421052631578948
Arsenal WFC,FA Women's Super League,2018/2019,20,64.67376766067149,28.634641189971124,17.7,8.05,3.15,2.390605190525,569.8,16.25,65.4,81.2,77.91,81.63,0.1,59.8,140.27358314999998,76.6753241,63.59825905,16.15,18.4,8.4,8.85,10.95,4.85
Liverpool WFC,FA Women's Super League,2018/2019,19,37.30859366731263,13.897098710697598,9.210526315789474,3.8421052631578947,0.8947368421052632,1.0205542818684212,363.42105263157896,7.631578947368421,69.6842105263158,64.4,65.94,64.04,0.10526315789473684,58.36842105263158,190.7998317894737,77.06726894736843,113.73256284210527,20.63157894736842,30.42105263157895,12.789473684210526,10.842105263157896,11.736842105263158,6.2631578947368425
West Ham United LFC,FA Women's Super League,2018/2019,20,49.88261187581368,17.82743051716778,9.85,3.95,1.2,1.112854769095,428.8,11.95,69.85,69.97,69.72,70.02,0.35,54.45,144.1731562,62.789991,81.38316520000001,19.2,23.05,9.3,11.45,12.15,5.35
Yeovil Town LFC,FA Women's Super League,2018/2019,19,30.078079960510834,9.764027023262424,6.2631578947368425,2.8947368421052633,0.5263157894736842,0.6112641795368422,274.4736842105263,3.5789473684210527,37.05263157894737,56.87,59.52,56.46,0.21052631578947367,53.89473684210526,174.72770805263158,63.75601668421053,110.97169136842106,22.789473684210527,37.0,10.947368421052632,10.105263157894736,13.631578947368421,6.315789473684211
Bristol City WFC,FA Women's Super League,2018/2019,20,36.02488670924341,12.440879446256472,7.0,2.9,0.7,0.5948741134500001,322.55,7.35,48.2,61.2,61.93,61.07,0.15,58.5,201.54015274999998,84.2518249,117.28832785000002,19.3,34.55,10.15,9.35,14.3,6.25
Hoffenheim,1. Bundesliga,2015/2016,34,45.87788587769261,17.06450245157199,10.617647058823529,4.176470588235294,1.088235294117647,1.1751112463794118,440.94117647058823,9.235294117647058,82.26470588235294,75.44,66.96,77.38,0.29411764705882354,45.470588235294116,144.07823182352942,59.480931911764706,84.59729991176471,23.88235294117647,25.558823529411764,7.323529411764706,15.911764705882353,9.294117647058824,5.705882352941177
Bayern Munich,1. Bundesliga,2015/2016,34,72.58628442370919,36.73571520256907,17.08823529411765,7.647058823529412,2.176470588235294,2.0526057549705885,754.1176470588235,16.205882352941178,112.02941176470588,87.81,78.55,89.43,0.3235294117647059,47.1764705882353,96.27072302941177,53.32528526470588,42.945437764705886,14.176470588235293,13.382352941176471,4.882352941176471,12.529411764705882,6.5588235294117645,4.235294117647059
Hertha Berlin,1. Bundesliga,2015/2016,34,49.68778382361484,16.65465900126885,9.029411764705882,3.6470588235294117,1.1470588235294117,0.9802766381558825,492.70588235294116,10.176470588235293,86.11764705882354,79.11,69.81,81.08,0.3235294117647059,43.5,133.28001788235292,48.488247588235296,84.79177029411764,18.147058823529413,23.058823529411764,7.029411764705882,15.294117647058824,7.5,4.117647058823529
Hamburger SV,1. Bundesliga,2015/2016,34,48.88455033796653,18.171382373682224,10.264705882352942,3.735294117647059,1.0294117647058822,1.057562906820588,449.7352941176471,9.117647058823529,88.20588235294117,73.7,65.49,75.71,0.4411764705882353,49.705882352941174,151.33388438235292,56.115093470588235,95.2187909117647,21.88235294117647,24.852941176470587,9.117647058823529,18.5,10.470588235294118,5.9411764705882355
Borussia Dortmund,1. Bundesliga,2015/2016,34,63.96274535065904,30.975797655312427,14.705882352941176,6.235294117647059,2.2941176470588234,2.157967480226471,669.9705882352941,12.764705882352942,105.05882352941177,84.47,73.4,86.53,0.38235294117647056,49.64705882352941,133.6573005882353,64.74548744117648,68.91181314705882,18.264705882352942,18.323529411764707,7.323529411764706,12.5,7.5,4.323529411764706
Wolfsburg,1. Bundesliga,2015/2016,34,58.07756404495277,24.627667495588405,13.323529411764707,5.411764705882353,1.2647058823529411,1.2891062719382351,572.5,14.647058823529411,96.02941176470588,82.71,74.64,84.34,0.23529411764705882,49.26470588235294,118.79833352941176,45.298966,73.49936752941176,17.441176470588236,18.38235294117647,7.205882352941177,14.970588235294118,8.147058823529411,4.647058823529412
Schalke 04,1. Bundesliga,2015/2016,34,51.93082911378492,20.76009262500931,13.176470588235293,4.764705882352941,1.2647058823529411,1.2781764023882352,487.7352941176471,10.970588235294118,87.32352941176471,80.05,70.93,82.03,0.47058823529411764,47.470588235294116,132.42240608823528,49.97061,82.4517960882353,19.970588235294116,22.38235294117647,7.117647058823529,16.794117647058822,8.088235294117647,5.588235294117647
FSV Mainz 05,1. Bundesliga,2015/2016,34,45.3799209234032,15.99722786924865,10.5,4.470588235294118,1.3235294117647058,1.241179510967647,430.5882352941176,8.735294117647058,79.6470588235294,74.26,66.06,76.11,0.5294117647058824,48.35294117647059,155.93080055882353,63.04214923529413,92.88865132352942,21.970588235294116,25.352941176470587,8.529411764705882,17.235294117647058,10.176470588235293,5.647058823529412
Augsburg,1. Bundesliga,2015/2016,34,46.081539257966085,17.225305959378403,12.176470588235293,4.676470588235294,1.1764705882352942,1.1660442922441179,428.97058823529414,10.676470588235293,78.1470588235294,76.56,66.5,78.81,0.35294117647058826,44.14705882352941,130.72652732352944,49.50901914705883,81.21750817647059,20.294117647058822,27.705882352941178,7.5588235294117645,17.147058823529413,7.970588235294118,5.205882352941177
Bayer Leverkusen,1. Bundesliga,2015/2016,34,54.24509363684268,23.80283049355743,12.823529411764707,5.470588235294118,1.3823529411764706,1.3390603353441175,472.0,11.205882352941176,90.11764705882354,74.76,67.72,76.42,0.5,57.1764705882353,128.72252297058822,58.006456088235296,70.71606688235295,22.61764705882353,22.11764705882353,8.411764705882353,16.61764705882353,11.558823529411764,6.4411764705882355
Darmstadt 98,1. Bundesliga,2015/2016,34,31.673838384840025,13.022642570831266,9.264705882352942,3.6470588235294117,1.1176470588235294,0.9991532016117646,272.11764705882354,9.794117647058824,60.529411764705884,56.94,51.94,58.37,0.5,43.794117647058826,148.30181452941179,49.82016335294117,98.48165117647058,21.264705882352942,29.441176470588236,7.911764705882353,18.08823529411765,10.058823529411764,5.235294117647059
Werder Bremen,1. Bundesliga,2015/2016,34,45.05881877304086,18.489961059706907,12.411764705882353,4.264705882352941,1.3529411764705883,1.4229003450970588,391.94117647058823,10.617647058823529,83.23529411764706,70.63,63.96,72.43,0.5,51.588235294117645,137.2456392352941,50.91516985294118,86.33046938235294,21.0,26.38235294117647,8.735294117647058,17.11764705882353,9.823529411764707,6.0588235294117645
FC Köln,1. Bundesliga,2015/2016,34,43.65617066699386,16.04155632278765,10.823529411764707,4.529411764705882,1.088235294117647,1.1549146380941178,434.38235294117646,11.294117647058824,73.26470588235294,75.84,63.83,78.28,0.2647058823529412,43.5,145.9915609117647,52.02290141176471,93.9686595,19.058823529411764,26.235294117647058,7.676470588235294,14.705882352941176,9.0,4.470588235294118
Eintracht Frankfurt,1. Bundesliga,2015/2016,34,46.515857503168554,18.24349050172117,9.882352941176471,3.735294117647059,0.8529411764705882,0.9272646873558825,445.0,12.264705882352942,81.76470588235294,74.32,65.11,76.39,0.5588235294117647,49.38235294117647,137.07562452941175,55.44136297058824,81.63426155882354,20.147058823529413,21.147058823529413,6.588235294117647,17.323529411764707,8.147058823529411,5.382352941176471
VfB Stuttgart,1. Bundesliga,2015/2016,34,46.43954134482943,19.148648995916545,13.411764705882353,5.352941176470588,1.3823529411764706,1.5069183046235295,429.44117647058823,14.117647058823529,72.5,73.17,62.92,75.26,0.7647058823529411,48.3235294117647,149.1622115882353,63.327983558823526,85.83422802941176,22.029411764705884,23.941176470588236,8.058823529411764,16.294117647058822,11.558823529411764,5.235294117647059
Borussia Mönchengladbach,1. Bundesliga,2015/2016,34,54.77020536581818,21.079223201814646,12.823529411764707,5.647058823529412,1.7058823529411764,1.4007701761294118,577.8823529411765,8.235294117647058,95.82352941176471,81.36,71.64,83.29,0.2647058823529412,48.44117647058823,143.75301411764704,64.31070338235294,79.44231073529411,21.441176470588236,22.970588235294116,7.470588235294118,14.852941176470589,8.323529411764707,4.9411764705882355
Ingolstadt,1. Bundesliga,2015/2016,34,45.03708707253554,19.066815300649644,11.5,3.735294117647059,0.9705882352941176,1.1203543787205883,385.9117647058824,10.117647058823529,87.88235294117646,66.02,60.74,67.58,0.35294117647058826,48.029411764705884,153.69310970588236,73.7474910882353,79.94561861764706,22.441176470588236,26.823529411764707,8.735294117647058,16.823529411764707,9.529411764705882,6.176470588235294
Hannover 96,1. Bundesliga,2015/2016,34,43.66761530428761,16.959273988379305,10.323529411764707,3.6176470588235294,0.8529411764705882,0.8692861083411765,428.97058823529414,9.382352941176471,82.32352941176471,74.34,65.88,76.35,0.29411764705882354,47.38235294117647,131.2142371764706,50.11353405882353,81.10070311764706,20.558823529411764,27.029411764705884,7.705882352941177,16.764705882352942,9.735294117647058,5.588235294117647
Levante UD,La Liga,2015/2016,38,45.677913307092766,18.943369529112577,10.710526315789474,3.973684210526316,0.9473684210526315,0.8976470827684211,422.92105263157896,12.236842105263158,67.63157894736842,73.87,64.01,75.74,0.6052631578947368,47.21052631578947,120.96978176315788,51.26779247368421,69.70198928947369,17.157894736842106,24.789473684210527,7.078947368421052,16.842105263157894,9.552631578947368,9.31578947368421
Las Palmas,La Liga,2015/2016,38,55.43568267258439,22.91852293314449,10.447368421052632,4.2105263157894735,0.9736842105263158,0.919060915031579,549.2368421052631,8.394736842105264,71.0,81.08,72.24,82.4,0.42105263157894735,47.86842105263158,119.05799697368421,46.155636552631584,72.90236042105262,17.0,22.526315789473685,7.473684210526316,14.289473684210526,9.68421052631579,8.105263157894736
RC Deportivo La Coruña,La Liga,2015/2016,38,47.18324695724941,21.329746635094356,11.31578947368421,4.184210526315789,1.0,1.034050625439474,457.92105263157896,11.894736842105264,65.36842105263158,73.92,65.66,75.29,0.5789473684210527,46.578947368421055,127.19351518421053,47.742633973684214,79.45088121052632,18.394736842105264,21.394736842105264,9.078947368421053,12.394736842105264,12.526315789473685,10.31578947368421
Málaga,La Liga,2015/2016,38,47.96813048610779,21.44806963397264,11.263157894736842,4.2631578947368425,0.9210526315789473,1.0826017283605265,436.07894736842104,12.605263157894736,75.94736842105263,72.8,66.01,74.23,0.3684210526315789,49.36842105263158,117.73067857894736,50.499259894736845,67.23141868421052,18.710526315789473,21.236842105263158,8.526315789473685,16.736842105263158,11.473684210526315,8.710526315789474
Espanyol,La Liga,2015/2016,38,45.3487758755314,19.40652704363576,9.842105263157896,4.078947368421052,0.9736842105263158,1.1258078998763157,417.3421052631579,11.0,63.8421052631579,74.36,65.66,75.93,0.47368421052631576,44.3421052631579,127.2850017631579,49.88222623684211,77.40277552631579,18.18421052631579,22.736842105263158,9.736842105263158,20.13157894736842,13.105263157894736,8.18421052631579
Sporting Gijón,La Liga,2015/2016,38,41.92200582182823,18.113955094614496,9.026315789473685,3.236842105263158,0.9736842105263158,1.0014855999447367,407.10526315789474,12.394736842105264,59.86842105263158,71.62,63.74,72.98,0.5526315789473685,46.526315789473685,129.50690634210525,50.22882997368421,79.27807636842105,18.473684210526315,22.63157894736842,8.81578947368421,16.763157894736842,13.31578947368421,10.0
Rayo Vallecano,La Liga,2015/2016,38,55.294394106453005,22.213395199779363,12.263157894736842,4.842105263157895,1.3157894736842106,1.276967916794737,491.63157894736844,15.236842105263158,77.76315789473684,75.88,68.66,77.23,0.2631578947368421,47.89473684210526,129.37205344736844,55.528935131578955,73.84311831578948,17.86842105263158,21.157894736842106,7.921052631578948,16.894736842105264,10.842105263157896,8.026315789473685
Real Betis,La Liga,2015/2016,38,46.180396774407996,19.76950461814641,9.631578947368421,3.4473684210526314,0.8947368421052632,0.9871840813815789,429.39473684210526,10.157894736842104,67.44736842105263,74.29,66.87,75.67,0.34210526315789475,48.21052631578947,119.96488905263159,42.19131705263158,77.773572,19.473684210526315,26.31578947368421,8.657894736842104,15.710526315789474,11.81578947368421,9.0
Athletic Club,La Liga,2015/2016,38,48.77594696262135,21.112667319378065,11.421052631578947,4.631578947368421,1.4473684210526316,1.2765619564710526,474.3157894736842,13.736842105263158,70.86842105263158,74.65,65.28,76.3,0.47368421052631576,50.26315789473684,142.5806106842105,65.2414717631579,77.33913892105264,19.894736842105264,18.973684210526315,9.552631578947368,15.236842105263158,12.947368421052632,9.81578947368421
Atlético Madrid,La Liga,2015/2016,38,47.27441319370749,22.90794734419913,11.842105263157896,4.5,1.4736842105263157,1.330110870881579,500.0,12.868421052631579,74.47368421052632,77.23,68.34,78.78,0.02631578947368421,50.0,132.70915205263157,56.60966613157895,76.09948592105263,20.026315789473685,21.157894736842106,9.763157894736842,15.526315789473685,12.763157894736842,8.81578947368421
Valencia,La Liga,2015/2016,38,50.2727846064274,21.265774714831235,10.157894736842104,3.6052631578947367,1.0263157894736843,1.1738697035763157,467.7105263157895,11.868421052631579,62.68421052631579,77.85,66.37,79.62,0.3684210526315789,45.921052631578945,148.19557602631576,56.399330210526315,91.79624581578949,19.236842105263158,20.94736842105263,10.263157894736842,16.92105263157895,12.68421052631579,9.078947368421053
Eibar,La Liga,2015/2016,38,45.72154263354677,20.122622600330672,10.131578947368421,4.026315789473684,1.1578947368421053,1.2501442096500002,419.2894736842105,13.131578947368421,68.57894736842105,68.25,62.13,69.45,0.2894736842105263,50.89473684210526,133.0385292631579,64.11243792105263,68.92609134210527,18.657894736842106,21.210526315789473,9.789473684210526,18.894736842105264,12.157894736842104,9.263157894736842
Getafe,La Liga,2015/2016,38,47.17851630170315,19.733846245211662,10.710526315789474,3.973684210526316,0.9210526315789473,0.956062612281579,418.3157894736842,10.842105263157896,60.89473684210526,74.61,66.81,75.94,0.34210526315789475,48.21052631578947,140.55597307894737,56.009489078947375,84.546484,17.18421052631579,19.31578947368421,8.157894736842104,17.210526315789473,12.342105263157896,10.5
Villarreal,La Liga,2015/2016,38,45.78459864670773,18.790803531691328,8.68421052631579,3.6315789473684212,1.0789473684210527,0.9469666346973684,454.7368421052632,8.736842105263158,66.86842105263158,76.07,67.73,77.51,0.4473684210526316,45.421052631578945,116.87624152631578,48.44514107894737,68.43110044736842,21.68421052631579,22.526315789473685,8.447368421052632,16.13157894736842,10.394736842105264,9.0
Sevilla,La Liga,2015/2016,38,49.6588402842489,20.337491933165097,11.552631578947368,4.7105263157894735,1.263157894736842,1.4996268508263155,449.89473684210526,16.05263157894737,65.13157894736842,76.05,64.24,78.05,0.2894736842105263,43.973684210526315,119.81116428947368,47.85330486842105,71.95785942105263,17.36842105263158,18.86842105263158,8.263157894736842,16.92105263157895,10.68421052631579,7.7631578947368425
Granada,La Liga,2015/2016,38,44.73498024957347,18.812971940832025,10.578947368421053,3.6578947368421053,1.1578947368421053,1.000964219723684,392.39473684210526,10.105263157894736,60.1578947368421,73.48,65.18,74.99,0.34210526315789475,45.0,122.6175942105263,47.898155289473685,74.71943892105263,18.842105263157894,23.789473684210527,10.105263157894736,17.94736842105263,11.368421052631579,8.31578947368421
Real Sociedad,La Liga,2015/2016,38,52.5853767464453,25.117385705797307,11.447368421052632,4.2368421052631575,1.131578947368421,1.1665542453105262,486.7105263157895,16.68421052631579,74.07894736842105,75.86,66.79,77.49,0.2894736842105263,47.05263157894737,128.30502778947368,57.32080421052632,70.98422357894738,18.026315789473685,21.342105263157894,8.394736842105264,14.31578947368421,11.157894736842104,10.447368421052632
Celta Vigo,La Liga,2015/2016,38,56.12033181147522,24.303504768610455,11.210526315789474,4.368421052631579,1.2894736842105263,1.2946105496605262,536.3157894736842,9.263157894736842,70.84210526315789,79.54,69.32,81.09,0.2894736842105263,49.86842105263158,145.4028880526316,52.208904,93.19398405263159,18.05263157894737,22.657894736842106,9.973684210526315,16.210526315789473,11.763157894736842,10.394736842105264
Real Madrid,La Liga,2015/2016,38,57.10632486828942,28.104567419472414,17.81578947368421,7.631578947368421,2.789473684210526,2.0298578127473683,606.6578947368421,17.473684210526315,71.52631578947368,85.45,77.01,86.57,0.42105263157894735,45.13157894736842,107.68068157894737,45.186107684210526,62.49457389473685,16.5,15.052631578947368,7.894736842105263,13.078947368421053,11.526315789473685,10.131578947368421
Barcelona,La Liga,2015/2016,38,67.55731806642741,33.717152056229544,15.447368421052632,7.342105263157895,2.8421052631578947,2.3554533015026315,670.3157894736842,11.736842105263158,84.23684210526316,86.89,82.1,87.58,0.4473684210526316,45.71052631578947,134.9094253157895,64.21306692105263,70.69635839473683,15.473684210526315,18.13157894736842,7.631578947368421,11.210526315789474,10.68421052631579,4.815789473684211
Rennes,Ligue 1,2015/2016,38,49.7859320629045,20.074485221713033,10.263157894736842,3.9473684210526314,1.1842105263157894,1.1184259694526315,501.3157894736842,10.368421052631579,89.94736842105263,79.48,70.57,81.42,0.34210526315789475,50.26315789473684,140.08235663157896,58.547013368421055,81.5353432631579,20.13157894736842,22.236842105263158,8.894736842105264,13.68421052631579,10.131578947368421,6.552631578947368
Lorient,Ligue 1,2015/2016,38,49.152094312482475,19.85622671867926,10.526315789473685,3.973684210526316,1.1578947368421053,1.042764311986842,501.86842105263156,10.5,80.13157894736842,79.18,72.05,80.54,0.2894736842105263,51.8421052631579,150.41537907894738,58.10447247368421,92.31090660526316,17.342105263157894,22.342105263157894,7.447368421052632,13.710526315789474,8.289473684210526,6.947368421052632
Saint-Étienne,Ligue 1,2015/2016,37,51.02670557075801,20.362402482779302,11.135135135135135,3.5405405405405403,1.027027027027027,1.0936594478054054,477.2432432432432,12.08108108108108,78.0,75.92,65.42,77.97,0.2972972972972973,51.648648648648646,150.5447061891892,62.36582421621622,88.17888197297297,20.56756756756757,26.0,9.108108108108109,16.81081081081081,9.91891891891892,5.081081081081081
Troyes,Ligue 1,2015/2016,37,47.23369878041603,18.975134282227344,11.08108108108108,3.972972972972973,0.6756756756756757,0.814593075218919,473.3243243243243,10.81081081081081,74.13513513513513,77.94,69.56,79.5,0.2702702702702703,51.891891891891895,154.31664994594595,58.21722810810811,96.09942183783784,20.83783783783784,25.16216216216216,8.54054054054054,13.702702702702704,11.324324324324325,6.783783783783784
Nantes,Ligue 1,2015/2016,38,48.358075440172435,20.145360476988643,10.631578947368421,3.789473684210526,0.7368421052631579,0.8795895813736841,469.1578947368421,14.026315789473685,87.55263157894737,75.73,69.64,77.13,0.34210526315789475,53.18421052631579,160.33250476315789,63.09665884210526,97.23584592105261,19.236842105263158,24.473684210526315,9.605263157894736,17.289473684210527,11.18421052631579,6.5
Bastia,Ligue 1,2015/2016,37,43.71135166967463,16.141351510005936,8.35135135135135,2.972972972972973,0.8378378378378378,0.7049438523108108,412.35135135135135,10.162162162162161,78.24324324324324,72.47,64.59,74.32,0.43243243243243246,47.62162162162162,149.50156594594594,56.21082364864865,93.2907422972973,20.10810810810811,25.62162162162162,9.54054054054054,16.135135135135137,10.594594594594595,6.108108108108108
Guingamp,Ligue 1,2015/2016,38,43.031178680325525,16.1332830311,9.868421052631579,3.6052631578947367,1.1578947368421053,0.9981024840657895,385.8157894736842,10.894736842105264,68.13157894736842,72.22,62.5,74.3,0.13157894736842105,47.78947368421053,138.86048339473683,49.751475526315794,89.10900786842106,18.842105263157894,23.18421052631579,9.105263157894736,14.868421052631579,7.7105263157894735,5.868421052631579
Paris Saint-Germain,Ligue 1,2015/2016,37,65.81475981839294,25.2707936358695,13.837837837837839,6.486486486486487,2.5675675675675675,1.9900775370891894,762.4054054054054,13.18918918918919,104.4054054054054,88.4,79.21,89.86,0.43243243243243246,45.2972972972973,124.0662746216216,54.451798378378385,69.61447624324323,17.35135135135135,16.16216216216216,8.405405405405405,11.54054054054054,8.64864864864865,5.783783783783784
Marseille,Ligue 1,2015/2016,38,58.27515400481484,23.08664377828,11.842105263157896,4.7631578947368425,1.131578947368421,1.2586128458710526,544.9473684210526,15.0,77.21052631578948,81.02,71.51,82.59,0.5,56.78947368421053,145.22831555263159,60.92583405263158,84.3024815,18.105263157894736,19.68421052631579,9.578947368421053,15.026315789473685,9.026315789473685,6.578947368421052
Lille,Ligue 1,2015/2016,38,51.099122680269815,21.608540629144827,12.105263157894736,4.315789473684211,0.9473684210526315,0.9384623434657895,470.55263157894734,11.394736842105264,78.73684210526316,77.48,68.45,79.29,0.23684210526315788,51.0,138.20035036842106,60.70580034210527,77.49455002631579,20.07894736842105,21.236842105263158,9.473684210526315,16.473684210526315,8.763157894736842,6.447368421052632
Gazélec Ajaccio,Ligue 1,2015/2016,37,46.941227692143066,18.710759686485417,10.64864864864865,3.2162162162162162,0.8378378378378378,0.8422032277918918,448.35135135135135,13.405405405405405,80.1891891891892,73.52,65.25,75.32,0.2702702702702703,54.486486486486484,151.4194193783784,61.08656375675675,90.33285562162162,18.35135135135135,25.81081081081081,10.783783783783784,17.0,11.567567567567568,7.108108108108108
Caen,Ligue 1,2015/2016,38,39.65582969882458,16.85917140607384,12.131578947368421,4.578947368421052,0.9473684210526315,1.0704338646947367,383.13157894736844,14.578947368421053,74.13157894736842,69.88,62.76,71.59,0.13157894736842105,53.89473684210526,149.16206639473685,56.05351807894737,93.10854831578948,22.92105263157895,27.44736842105263,9.894736842105264,13.578947368421053,10.368421052631579,7.473684210526316
AS Monaco,Ligue 1,2015/2016,38,48.96141889811399,21.364134292364387,10.657894736842104,4.684210526315789,1.3421052631578947,1.3672585683078946,463.42105263157896,14.5,76.23684210526316,76.75,67.38,78.6,0.5263157894736842,47.68421052631579,156.00240839473682,69.99518486842105,86.0072235263158,22.07894736842105,22.342105263157894,8.842105263157896,15.605263157894736,10.657894736842104,5.894736842105263
